Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE00000517,"BOLT,MACHINE;1000008554,FLSMIDTH,HEX",101,GR goods receipt,9/1/2024,,8,EA,8,EA,124.2,PEN,5006514907,1,,0,0,T004-00004314,8/31/2024,Q009,RALEGRIA,4503344571,20,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,9/1/2024,,-323137,KG,-323137,KG,-171301.97,PEN,4911179540,1,Consumo 28.08.2024,17177408,1,17177408,8/30/2024,Q004,VLOPEZA,,0,C601,8/30/2024,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30960,KG,30960,KG,16402.61,PEN,5006514737,1,SILO DE CAL # 02,0,0,G010-00076698,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30740,KG,30740,KG,16286.05,PEN,5006514738,1,SILO DE CAL # 01,0,0,G010-00076762,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29870,KG,29870,KG,15825.13,PEN,5006514739,1,SILO DE CAL # 02,0,0,G010-00076763,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30530,KG,30530,KG,16174.79,PEN,5006514740,1,SILO DE CAL # 01,0,0,G010-00076792,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30580,KG,30580,KG,16201.28,PEN,5006514741,1,SILO DE CAL # 02,0,0,G010-00076793,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30800,KG,30800,KG,16317.84,PEN,5006514742,1,SILO DE CAL # 02,0,0,G010-00076799,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30740,KG,30740,KG,16286.05,PEN,5006514743,1,SILO DE CAL # 01,0,0,G010-00076801,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30370,KG,30370,KG,16090.03,PEN,5006511570,1,SILO DE CAL # 01,0,0,G010-00076656,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30940,KG,30940,KG,16392.01,PEN,5006511534,1,SILO DE CAL # 02,0,0,G010-00076655,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30080,KG,30080,KG,15936.38,PEN,5006511531,1,SILO DE CAL # 02,0,0,G010-00076651,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30710,KG,30710,KG,16270.16,PEN,5006511529,1,SILO DE CAL # 02,0,0,G010-00076649,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31060,KG,31060,KG,16455.59,PEN,5006511527,1,SILO DE CAL # 01,0,0,G010-00076644,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30530,KG,30530,KG,16174.79,PEN,5006511526,1,SILO DE CAL # 01,0,0,G010-00076643,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29220,KG,29220,KG,15480.76,PEN,5006511524,1,SILO DE CAL # 01,0,0,G010-00076590,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30340,KG,30340,KG,16074.13,PEN,5006511523,1,SILO DE CAL # 02,0,0,G010-00076589,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30910,KG,30910,KG,16376.12,PEN,5006511520,1,SILO DE CAL # 02,0,0,G010-00076588,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30330,KG,30330,KG,16068.83,PEN,5006511478,1,SILO DE CAL # 01,0,0,G010-00076547,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30580,KG,30580,KG,16201.28,PEN,5006511477,1,SILO DE CAL # 01,0,0,G010-00076525,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30090,KG,30090,KG,15941.68,PEN,5006511476,1,SILO DE CAL # 01,0,0,G010-00076524,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29930,KG,29930,KG,15856.91,PEN,5006511475,1,SILO DE CAL # 02,0,0,G010-00076521,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31090,KG,31090,KG,16471.48,PEN,5006514744,1,SILO DE CAL # 02,0,0,G010-00076804,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29640,KG,29640,KG,15703.27,PEN,5006511629,1,SILO DE CAL # 02,0,0,G010-00076574,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30790,KG,30790,KG,16312.54,PEN,5006511734,1,SILO DE CAL # 02,0,0,G010-00076603,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31240,KG,31240,KG,16550.95,PEN,5006511737,1,SILO DE CAL # 02,0,0,G010-00076604,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30900,KG,30900,KG,16370.82,PEN,5006511750,1,SILO DE CAL # 01,0,0,G010-00076605,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30800,KG,30800,KG,16317.84,PEN,5006511752,1,SILO DE CAL # 01,0,0,G010-00076607,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29990,KG,29990,KG,15888.7,PEN,5006511755,1,SILO DE CAL # 02,0,0,G010-00076615,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30640,KG,30640,KG,16233.07,PEN,5006511756,1,SILO DE CAL # 01,0,0,G010-00076617,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30060,KG,30060,KG,15925.79,PEN,5006511758,1,SILO DE CAL # 01,0,0,G010-00076618,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30010,KG,30010,KG,15899.3,PEN,5006511781,1,SILO DE CAL # 01,0,0,G010-00076619,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30720,KG,30720,KG,16275.46,PEN,5006511783,1,SILO DE CAL # 02,0,0,G010-00076725,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30470,KG,30470,KG,16143.01,PEN,5006511825,1,SILO DE CAL # 01,0,0,G010-00076726,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31610,KG,31610,KG,16746.98,PEN,5006511829,1,SILO DE CAL # 01,0,0,G010-00076730,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30660,KG,30660,KG,16243.67,PEN,5006511851,1,SILO DE CAL # 02,0,0,G010-00076733,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30500,KG,30500,KG,16158.9,PEN,5006511854,1,SILO DE CAL # 02,0,0,G010-00076746,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31180,KG,31180,KG,16519.16,PEN,5006511858,1,SILO DE CAL # 01,0,0,G010-00076749,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31000,KG,31000,KG,16423.8,PEN,5006511891,1,SILO DE CAL # 02,0,0,G010-00076758,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29780,KG,29780,KG,15777.44,PEN,5006511892,1,SILO DE CAL # 01,0,0,G010-00076759,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30880,KG,30880,KG,16360.22,PEN,5006511893,1,SILO DE CAL # 02,0,0,G010-00076761,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30060,KG,30060,KG,15925.79,PEN,5006514727,1,SILO DE CAL # 01,0,0,G010-00076679,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30130,KG,30130,KG,15962.87,PEN,5006514728,1,SILO DE CAL # 02,0,0,G010-00076680,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29920,KG,29920,KG,15851.62,PEN,5006514729,1,SILO DE CAL # 02,0,0,G010-00076682,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30950,KG,30950,KG,16397.31,PEN,5006514730,1,SILO DE CAL # 02,0,0,G010-00076685,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30800,KG,30800,KG,16317.84,PEN,5006514731,1,SILO DE CAL # 01,0,0,G010-00076687,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30870,KG,30870,KG,16354.93,PEN,5006514732,1,SILO DE CAL # 02,0,0,G010-00076688,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30030,KG,30030,KG,15909.89,PEN,5006514733,1,SILO DE CAL # 01,0,0,G010-00076689,9/1/2024,Q004,WQUISPE1,4503346504,10,C601,8/31/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30530,KG,30530,KG,16174.79,PEN,5006511470,1,SILO DE CAL # 02,0,0,G010-00076511,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30340,KG,30340,KG,16074.13,PEN,5006511379,1,SILO DE CAL # 01,0,0,G010-00076510,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31010,KG,31010,KG,16429.1,PEN,5006511377,1,SILO DE CAL # 02,0,0,G010-00076448,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30420,KG,30420,KG,16116.52,PEN,5006511375,1,SILO DE CAL # 01,0,0,G010-00076575,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30550,KG,30550,KG,16185.39,PEN,5006511374,1,SILO DE CAL # 02,0,0,G010-00076573,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30540,KG,30540,KG,16180.09,PEN,5006511373,1,SILO DE CAL # 02,0,0,G010-00076564,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30390,KG,30390,KG,16100.62,PEN,5006511372,1,SILO DE CAL # 02,0,0,G010-00076560,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31230,KG,31230,KG,16545.65,PEN,5006511371,1,SILO DE CAL # 01,0,0,G010-00076558,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30080,KG,30080,KG,15936.38,PEN,5006511370,1,SILO DE CAL # 02,0,0,G010-00076519,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31590,KG,31590,KG,16736.38,PEN,5006511359,1,SILO DE CAL # 02,0,0,G010-00076515,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30910,KG,30910,KG,16376.12,PEN,5006511358,1,SILO DE CAL # 02,0,0,G010-00076513,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30650,KG,30650,KG,16238.37,PEN,5006511357,1,SILO DE CAL # 01,0,0,G010-00076508,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31010,KG,31010,KG,16429.1,PEN,5006511356,1,SILO DE CAL # 01,0,0,G010-00076507,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30430,KG,30430,KG,16121.81,PEN,5006511355,1,SILO DE CAL # 02,0,0,G010-00076454,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29990,KG,29990,KG,15888.7,PEN,5006511124,1,SILO DE CAL # 01,0,0,G011-00000184,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29510,KG,29510,KG,15634.4,PEN,5006511123,1,SILO DE CAL # 02,0,0,G010-00076403,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30680,KG,30680,KG,16254.26,PEN,5006511122,1,SILO DE CAL # 01,0,0,G010-00076400,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30180,KG,30180,KG,15989.36,PEN,5006511121,1,SILO DE CAL # 01,0,0,G010-00076396,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30400,KG,30400,KG,16105.92,PEN,5006511120,1,SILO DE CAL # 02,0,0,G010-00076393,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30560,KG,30560,KG,16190.69,PEN,5006511079,1,SILO DE CAL # 02,0,0,G010-00076389,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,30870,KG,30870,KG,16354.93,PEN,5006511078,1,SILO DE CAL # 01,0,0,G010-00076386,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31410,KG,31410,KG,16641.02,PEN,5006511077,1,SILO DE CAL # 01,0,0,G010-00076383,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,31390,KG,31390,KG,16630.42,PEN,5006511473,1,SILO DE CAL # 02,0,0,G010-00076512,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/1/2024,,29940,KG,29940,KG,15862.21,PEN,5006511474,1,SILO DE CAL # 01,0,0,G010-00076520,8/30/2024,Q004,AASTETEM,4503346504,10,C601,8/30/2024,,,
AE0002390,"BOLT,AVELLANADO;3/4IN,UNC,2-1/2IN",261,GI for order,9/1/2024,,-130,EA,-130,EA,-406.74,PEN,4911182703,13,NORDTIDH D,16274941,18,WH,8/31/2024,Q001,LARIAS,,0,C601,8/31/2024,4011200374,,
AE0002403,"WSHR LOCK;LOCK WASHER,M36,CS,STL,PRESION",261,GI for order,9/1/2024,,-4,EA,-4,EA,-3.55,PEN,4911182268,4,NORDITH D,14833631,4,WH,8/31/2024,Q001,LARIAS,,0,C601,8/31/2024,4010231051,,
AE0002529,"REAGENT;124-04-9,FLOCCULANT SNF-V204",101,GR for consgt stock,9/1/2024,K,9000,KG,9000,KG,0,PEN,5006511380,1,FLOCULANTE,0,0,EG07-00001085,8/30/2024,Q004,GVERASTEGUI,4503332367,10,C601,8/30/2024,,,
AE0002529,"REAGENT;124-04-9,FLOCCULANT SNF-V204",101,GR for consgt stock,9/1/2024,K,9000,KG,9000,KG,0,PEN,5006514709,1,FLOCULANTE,0,0,EG07-00001087,9/1/2024,Q004,WQUISPE1,4503332367,10,C601,8/31/2024,,,
AE0002774,"GAS,NITROGEN;HIGH PURITY,GAS,99.99,10M3",101,GR goods receipt,9/1/2024,,160,M3,160,M3,2370,PEN,5006514574,1,929-0000497,0,0,929-0000497,8/31/2024,Q002,VLOPEZA,4503143191,10,C601,8/31/2024,,,
AE0002775,"GAS,OXYGEN;INDUSTRIAL,INDUSTRIAL,BOTTEL",261,GI for order,9/1/2024,,-110,M3,-110,M3,-755.39,PEN,4911180932,1,NORDITH DONAYRE,17122078,3,17122078,8/30/2024,Q004,VLOPEZA,,0,C601,8/30/2024,4011692454,,
AE0002775,"GAS,OXYGEN;INDUSTRIAL,INDUSTRIAL,BOTTEL",101,GR goods receipt,9/1/2024,,60,M3,60,M3,416.25,PEN,5006514559,1,929-0000496,0,0,929-0000496,8/31/2024,Q004,VLOPEZA,4502526815,10,C601,8/31/2024,,,
AE0002776,"GAS,ACETYLENE;INDUSTRIAL,GAS,INDUSTRIAL",261,GI for order,9/1/2024,,-36,KG,-36,KG,-1416.74,PEN,4911180932,3,NORDITH DONAYRE,17122078,5,17122078,8/30/2024,Q004,VLOPEZA,,0,C601,8/30/2024,4011692454,,
AE0003640,"AGENT;L4,ENAEX-PRILLEX;GASIFYING,L4,IBC",201,GI for cost center,9/1/2024,,-2000,KG,-2000,KG,-10036.73,PEN,4911183071,7,CONSUMO 30.08.2024,17197455,7,17197455,9/1/2024,Q003,VLOPEZA,,0,C601,9/1/2024,,CQ32103331,
AE0003640,"AGENT;L4,ENAEX-PRILLEX;GASIFYING,L4,IBC",201,GI for cost center,9/1/2024,,-1000,KG,-1000,KG,-5018.37,PEN,4911182804,8,consumo 29-08-2024,17193547,8,17193547,8/31/2024,Q003,GVERASTEGUI,,0,C601,8/31/2024,,CQ32103331,
AE0004206,"CLOTH;INDUSTRIAL CLOTH PKG/10KG,20CM",261,GI for order,9/1/2024,,-1,EA,-1,EA,-56.44,PEN,4911182268,6,NORDITH D,14833631,6,WH,8/31/2024,Q001,LARIAS,,0,C601,8/31/2024,4010231051,,
AE0004206,"CLOTH;INDUSTRIAL CLOTH PKG/10KG,20CM",101,GR goods receipt,9/1/2024,,20,EA,20,EA,1128.6,PEN,5006514587,1,,0,0,T001-00013010,9/1/2024,Q011,GKUONG,4503357570,10,C601,8/31/2024,,,
AE0004546,"GLOVES,ELECTRICAL;GLE36 2-9,REGELTEX",201,GI for cost center,9/1/2024,,-6,PAA,-6,PAA,-1679.71,PEN,4911182731,1,Willmer Chanel Vasquez,17184245,1,DELIVERY,8/31/2024,Q001,ELRAMOS,,0,C601,8/31/2024,,CQ10101002,
AE0004550,"MASK,RESPIRATOR;7503,3M;SIZE L,NIOSH",201,GI for cost center,9/1/2024,,-1,EA,-1,EA,-110.98,PEN,4911182977,3,yenny ortega,17196945,3,DELIVERY,9/1/2024,Q001,ELRAMOS,,0,C601,9/1/2024,,CQ30103002,
AE0004551,"CRTRG RSPTR;7093,3M;42FCR84,NIOSH,OSHA",201,GI pipel.for cst cnt,9/1/2024,P,-8,EA,-8,EA,-210,PEN,4911182977,5,yenny ortega,17196945,5,DELIVERY,9/1/2024,,ELRAMOS,,0,C601,9/1/2024,,CQ30103002,
AE0004552,"CRTRG RSPTR;2097,3M;FILTER 2097,42CFR84",201,GI pipel.for cst cnt,9/1/2024,P,-8,EA,-8,EA,-420,PEN,4911182977,1,yenny ortega,17196945,1,DELIVERY,9/1/2024,,ELRAMOS,,0,C601,9/1/2024,,CQ30103002,
AE0004553,"MASK,RESPIRATOR;7501,3M;SIZE S,SILICONE",201,GI for cost center,9/1/2024,,-1,EA,-1,EA,-88.81,PEN,4911182977,4,yenny ortega,17196945,4,DELIVERY,9/1/2024,Q001,ELRAMOS,,0,C601,9/1/2024,,CQ30103002,
AE0004557,"MASK,RESPIRATOR;7502,3M;SIZE M,SILICONE",201,GI pipel.for cst cnt,9/1/2024,P,-2,EA,-2,EA,-255,PEN,4911182977,2,yenny ortega,17196945,2,DELIVERY,9/1/2024,,ELRAMOS,,0,C601,9/1/2024,,CQ30103002,
AE0004584,"TEST TUBE;010-500-263,SCP SCIENCE;50ML",101,GR stock in transit,9/1/2024,,1500,EA,1500,EA,0,PEN,5006515062,5,BOX-995,0,0,80260616,9/1/2024,Q001,AQUISURUCO,4503407032,50,C601,9/1/2024,,,
AE0004658,"BAG,SAMPLE;PACK OF 100 UNITS,SAFETY LOCK",101,GR goods receipt,9/1/2024,,280,PKT,280,PKT,21504,PEN,5006514889,1,,0,0,EG07-00000563,8/29/2024,Q009,RALEGRIA,4503373665,10,C601,8/31/2024,,,
AE0004720,"SLING;442-100-040-060-IMP,MOVITECNICA;6M",101,GR stock in transit,9/1/2024,,4,EA,4,EA,0,PEN,5006515051,1,T001-3086,0,0,80259389,9/1/2024,Q001,BQUISPE,4503403465,40,C601,9/1/2024,,,
AE0005532,"VALVE SLURY;14WBRSUAUSPQ0001,WEIR",261,GI for order,9/1/2024,,-1,EA,-1,EA,-54390.27,PEN,4911183826,1,JHONATAN OSORIO,16933786,1,WH,9/1/2024,Q001,APALACIOS,,0,C601,9/1/2024,4011583578,,
AE0005876,"METALS,COPPER;326488-50G,MERCK;≥99.99PCT",201,GI for cost center,9/1/2024,,-5,EA,-5,EA,-5776.95,PEN,4911183016,1,PATRICIO HUAMAN,17029024,6,DELIVERY,8/31/2024,Q001,LARIAS,,0,C601,8/31/2024,,CQ19201101,
